id,name,position,value,club,club_abr,club_prev,country,popularity,points_prev,status,round,opponent,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,in_stat,yellow_card,red_card,points
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,22,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,23,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,24,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,25,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,26,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,27,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,28,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,29,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"713,Martin Pospisil, Pomocnik,""2,30"",Jagiellonia Bialystok,JAG,FK Jablonec,Czechy,3, 49,active,30,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,15,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,16,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,17,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,18,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,19,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,20,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,21,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,22,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,23,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,24,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,25,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,26,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,27,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,28,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,29,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1136,Mateusz Praszelik, Pomocnik,""2,20"",Slask Wroclaw,SLA,Legia Warszawa,Polska,9, 51,active,30,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,15,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,16,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,17,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,18,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,19,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,20,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,21,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,22,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,23,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,24,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,25,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,26,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,27,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,28,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,29,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1287,Tomas Prikryl, Pomocnik,""1,80"",Jagiellonia Bialystok,JAG,FK Mlada Boleslav,Czechy,2, 35,active,30,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,15,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,16,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,17,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,18,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,19,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,20,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,21,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,22,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,23,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,24,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,25,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,26,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,27,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,28,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,29,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1434,Damian Primel, Bramkarz,""1,20"",PGE FKS Stal Mielec,STM,KS Polkowice,Polska,0, 1,active,30,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,15,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,16,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,17,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,18,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,19,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,20,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,21,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,22,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,23,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,24,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,25,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,26,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,27,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,28,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,29,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1348,Roman Prochazka, Pomocnik,""1,90"",Gornik Zabrze,GOR,Viktoria Plzeň,Slowacja,1, 40,active,30,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,15,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,16,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,17,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,18,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,19,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,20,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,21,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,22,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,23,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,24,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,25,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,26,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,27,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,28,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,29,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1446,Andreja Prokic, Pomocnik,""1,60"",PGE FKS Stal Mielec,STM,GKS Katowice,Serbia,1, 37,active,30,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,15,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,16,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,17,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,18,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,19,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,20,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,21,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,22,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,23,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,24,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,25,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,26,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,27,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,28,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,29,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"556,Tymoteusz Puchacz, Obronca,""2,20"",Lech Poznan,LPO,Lech II Poznan,Polska,22, 21,active,30,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,15,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,16,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,17,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,18,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,19,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,20,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,21,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,22,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,23,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,24,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,25,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,26,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,27,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,28,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,29,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1272,Israel Puerto, Obronca,""1,90"",Slask Wroclaw,SLA,RC Recreativo de Huelva,Hiszpania,2, 35,active,30,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,15,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,16,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,17,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,18,POD,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,19,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,20,ZAG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,21,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,22,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,23,SLA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,24,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,25,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,26,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,27,WAR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,28,RCZ,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,29,GOR,0,0,0,0,0,0,0,0,0,,0,0,0"
"1351,Jakov Puljic, Napastnik,""2,70"",Jagiellonia Bialystok,JAG,HNK Rijeka,Chorwacja,16, 67,active,30,LGD,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,15,STM,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,16,PIA,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,17,WIS,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,18,LPO,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,19,POG,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,20,LEG,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,21,CRA,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,22,WPL,0,0,0,0,0,0,0,0,0,,0,0,0"
"133,Matus Putnocky, Bramkarz,""2,00"",Slask Wroclaw,SLA,Lech Poznan,Slowacja,8, 40,active,23,JAG,0,0,0,0,0,0,0,0,0,,0,0,0"
